Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
424,Kognud,Bhakh,Bhakh Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Ugluk (Orkish)ism,9517,67.13,-134.87,948,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Kognud&population=9517&size=30&seed=2901772940424&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
425,Ibrugh,Bhogzil,Bhogzil County,Ekh,Kingdom of Ekh,Ugluk (Orkish),Ugluk (Orkish)ism,5204,67.97,-119.84,2218,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Ibrugh&population=5204&size=24&seed=2901772940425&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
426,Delgerkhet,Delgerkhet,Delgerkhet County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,7443,67.37,80.15,2051,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Delgerkhet&population=7443&size=28&seed=2901772940426&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
427,Gidh,Chaz,Chaz Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,16375,50.84,-106.89,738,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Gidh&population=16375&size=37&seed=2901772940427&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
428,Chaz,Dhodh,Dhodh Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,764,39.42,-114.07,3360,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Chaz&population=764&size=12&seed=2901772940428&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
429,Dhodhbel,Mubrab,Mubrab County,Qir,Qir Empire,Ugluk (Orkish),Ugluk (Orkish)ism,774,30.76,-85.82,554,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Dhodhbel&population=774&size=12&seed=2901772940429&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
430,Pretathos,Crowfalls,Crowfalls County,Brireria,Kingdom of Brireria,Rake (Drakonic),Rake (Drakonic) Deities,3065,19.61,32.44,1312,,,,,,,,https://watabou.github.io/city-generator/?name=Pretathos&population=3065&size=20&seed=2901772940430&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
431,Undresshadar,Veldreth,Veldreth County,Inshen,Kingdom of Inshen,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,1112,6.8,108.84,1588,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Undresshadar&population=1112&size=14&seed=2901772940431&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
432,Brazzmaliomer,Shiadas,Shiadas Region,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,4555,-8.79,67.28,266,,,,,,,,https://watabou.github.io/city-generator/?name=Brazzmaliomer&population=4555&size=23&seed=2901772940432&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
433,Tsagaan,Sevlindorkia,Sevlindorkia Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,8175,62.79,72.75,328,,,,,,,,https://watabou.github.io/city-generator/?name=Tsagaan&population=8175&size=29&seed=2901772940433&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
434,Khalho,Sevlindorkia,Sevlindorkia Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,776,62.79,78.19,554,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Khalho&population=776&size=12&seed=2901772940434&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
435,Brorkraz,Ghazon,Ghazon Shire,Ekh,Protectorate of Ekh,Ugluk (Orkish),Ugluk (Orkish)ism,8833,57.77,-108.8,1063,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Brorkraz&population=8833&size=30&seed=2901772940435&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
436,Rench,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,5489,38.34,57.16,2572,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Rench&population=5489&size=25&seed=2901772940436&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
437,Drodh,Krigh,Krigh Province,Ar-Mog,Republic of Ar-Mog,Ugluk (Orkish),Ugluk (Orkish)ism,1625,19.49,-125,8203,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Drodh&population=1625&size=16&seed=2901772940437&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
438,Skurnostamn,Estaragh,Estaragh Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,722,14.12,2.51,3573,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Skurnostamn&population=722&size=12&seed=2901772940438&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
439,Pelendraklas,Merandumren,Merandumren County,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,4774,6.64,9.33,738,,,,,,,,https://watabou.github.io/city-generator/?name=Pelendraklas&population=4774&size=23&seed=2901772940439&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
440,Buluidan,Veldreth,Veldreth County,Inshen,Kingdom of Inshen,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,4159,5.54,106.91,3153,,port,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Buluidan&population=4159&size=22&seed=2901772940440&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.68
441,Aeghala,Khurath,Khurath Shire,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,2586,3.82,76.83,82,,port,,,,,,https://watabou.github.io/city-generator/?name=Aeghala&population=2586&size=19&seed=2901772940441&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.84
442,Zardamalor,Lalengarat,Lalengarat Earldom,Bleuroth,Principality of Bleuroth,Rake (Drakonic),Rake (Drakonic) Deities,3680,1.41,40.78,840,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Zardamalor&population=3680&size=21&seed=2901772940442&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
443,Sssurath,Athur,Athur Tribe,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,605,-12.41,17.01,4019,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Sssurath&population=605&size=11&seed=2901772940443&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
444,Rodahrysear,Rodahrysear,Rodahrysear Territory,Harumragos,Kingdom of Harumragos,Rake (Drakonic),Rake (Drakonic) Deities,533,-12.98,25.87,7248,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Rodahrysear&population=533&size=10&seed=2901772940444&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
445,Bingenetsen,Ikhkhulia,Ikhkhulia Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,949,78.72,65.57,30,,,,,,,,https://watabou.github.io/city-generator/?name=Bingenetsen&population=949&size=13&seed=2901772940445&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
446,Ghazin,Bhakh,Bhakh Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Ugluk (Orkish)ism,788,73.13,-134.93,948,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Ghazin&population=788&size=12&seed=2901772940446&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
447,Tonkhan,Tonkhan,Tonkhan Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,7397,71.57,84.52,2392,,,,,,,,https://watabou.github.io/city-generator/?name=Tonkhan&population=7397&size=28&seed=2901772940447&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
448,Stryt,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,2972,67.07,109.87,554,,,,,,,,https://watabou.github.io/city-generator/?name=Stryt&population=2972&size=20&seed=2901772940448&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
449,Kleabtong,Delgerkhet,Delgerkhet County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,5275,61.89,81.53,1312,,,,,,,,https://watabou.github.io/city-generator/?name=Kleabtong&population=5275&size=24&seed=2901772940449&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
450,Thult,Thult,Thult County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,7573,62,97.55,1447,,,,,,,,https://watabou.github.io/city-generator/?name=Thult&population=7573&size=28&seed=2901772940450&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
451,Venerganenlan,Venerganenlan,Venerganenlan Territory,Shan,Kingdom of Shan,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,2781,57.98,136.14,3153,,,,,,,,https://watabou.github.io/city-generator/?name=Venerganenlan&population=2781&size=19&seed=2901772940451&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
452,Khullathule,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,3032,56.63,114.32,2218,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Khullathule&population=3032&size=20&seed=2901772940452&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
